,Word,Term Frequency
0,water,0.05504587155963303
1,africa,0.027522935779816515
2,find,0.027522935779816515
3,people,0.027522935779816515
4,groundwater,0.01834862385321101
5,drink,0.01834862385321101
6,’,0.01834862385321101
7,clean,0.01834862385321101
8,could,0.01834862385321101
9,reserve,0.01834862385321101
10,–,0.01834862385321101
11,say,0.01834862385321101
12,manage,0.01834862385321101
13,use,0.01834862385321101
14,safe,0.01834862385321101
15,enough,0.01834862385321101
16,hygiene,0.009174311926605505
17,behind,0.009174311926605505
18,run,0.009174311926605505
19,myth,0.009174311926605505
20,debunk,0.009174311926605505
21,“,0.009174311926605505
22,report,0.009174311926605505
23,one,0.009174311926605505
24,uk,0.009174311926605505
25,charity,0.009174311926605505
26,millions,0.009174311926605505
27,wateraid,0.009174311926605505
28,executive,0.009174311926605505
29,chief,0.009174311926605505
30,wainwright,0.009174311926605505
31,tim,0.009174311926605505
32,tragedy,0.009174311926605505
33,continent,0.009174311926605505
34,deplete,0.009174311926605505
35,year,0.009174311926605505
36,underfunded,0.009174311926605505
37,chronically,0.009174311926605505
38,service,0.009174311926605505
39,access,0.009174311926605505
40,surface,0.009174311926605505
41,rainfall,0.009174311926605505
42,every,0.009174311926605505
43,still,0.009174311926605505
44,replenish,0.009174311926605505
45,many,0.009174311926605505
46,feet,0.009174311926605505
47,subsaharan,0.009174311926605505
48,right,0.009174311926605505
49,vast,0.009174311926605505
50,pollute,0.009174311926605505
51,rapidly,0.009174311926605505
52,need,0.009174311926605505
53,aquifers,0.009174311926605505
54,earth,0.009174311926605505
55,freshwater,0.009174311926605505
56,liquid,0.009174311926605505
57,make,0.009174311926605505
58,soil,0.009174311926605505
59,rock,0.009174311926605505
60,underground,0.009174311926605505
61,unsustainably,0.009174311926605505
62,region,0.009174311926605505
63,provide,0.009174311926605505
64,adequate,0.009174311926605505
65,researchers,0.009174311926605505
66,better,0.009174311926605505
67,resource,0.009174311926605505
68,abundant,0.009174311926605505
69,much,0.009174311926605505
70,lack,0.009174311926605505
71,investment,0.009174311926605505
72,leave,0.009174311926605505
73,untapped,0.009174311926605505
74,poorly,0.009174311926605505
75,two,0.009174311926605505
76,major,0.009174311926605505
77,study,0.009174311926605505
78,agriculture,0.009174311926605505
79,transform,0.009174311926605505
80,resources,0.009174311926605505
81,irrigation,0.009174311926605505
82,supply,0.009174311926605505
83,also,0.009174311926605505
84,danger,0.009174311926605505
85,”,0.009174311926605505
