,Word,TF-IDF
0,guidelines,0.043010752688172046
1,drivers,0.043010752688172046
2,overtake,0.03225806451612903
3,race,0.022547419494710286
4,track,0.021505376344086023
5,fia,0.021505376344086023
6,gain,0.021505376344086023
7,new,0.012836774473291535
8,last,0.010752688172043012
9,position,0.010752688172043012
10,responsibility,0.010752688172043012
11,season,0.010752688172043012
12,fight,0.010752688172043012
13,away,0.010752688172043012
14,rule,0.010752688172043012
15,ethics,0.010752688172043012
16,return,0.010752688172043012
17,throughout,0.010752688172043012
18,become,0.010752688172043012
19,take,0.010752688172043012
20,max,0.010752688172043012
21,ways,0.010752688172043012
22,shift,0.010752688172043012
23,outline,0.010752688172043012
24,verstappens,0.010752688172043012
25,publish,0.010752688172043012
26,onus,0.010752688172043012
27,must,0.010752688172043012
28,masi,0.010752688172043012
29,especially,0.010752688172043012
30,govern,0.010752688172043012
31,drive,0.010752688172043012
32,michael,0.010752688172043012
33,lay,0.010752688172043012
34,lessons,0.010752688172043012
35,intervene,0.010752688172043012
36,formula,0.010752688172043012
37,body,0.010752688172043012
38,beyond,0.010752688172043012
39,likely,0.010752688172043012
40,inside,0.010752688172043012
41,standards,0.010752688172043012
42,matter,0.010752688172043012
43,director,0.010752688172043012
44,change,0.010752688172043012
45,try,0.010752688172043012
46,tactics,0.010752688172043012
47,penalties,0.010752688172043012
48,aggressive,0.010752688172043012
49,mistake,0.010752688172043012
50,series,0.010752688172043012
51,advantage,0.010752688172043012
52,personally,0.010752688172043012
53,manner,0.010752688172043012
54,issue,0.010752688172043012
55,manoeuvre,0.010752688172043012
56,context,0.010752688172043012
57,part,0.010752688172043012
58,team,0.0075158064982367625
59,cars,0.0075158064982367625
60,former,0.0075158064982367625
61,behave,0.0075158064982367625
62,sport,0.0075158064982367625
63,move,0.0075158064982367625
64,see,0.0075158064982367625
65,give,0.0075158064982367625
66,bbc,0.0075158064982367625
67,major,0.0075158064982367625
68,outside,0.0075158064982367625
69,significant,0.0075158064982367625
70,make,0.006473763347612499
71,year,0.005622352099788577
72,lead,0.005622352099788577
73,leave,0.005622352099788577
74,tell,0.005622352099788577
75,learn,0.005622352099788577
76,go,0.0042789248244305125
77,age,0.0
78,mlas,0.0
79,assembly,0.0
80,children,0.0
81,seek,0.0
82,hospital,0.0
83,downwards,0.0
84,activities,0.0
85,difficulties,0.0
86,professor,0.0
87,irelands,0.0
88,pandemic,0.0
89,reduction,0.0
90,severe,0.0
91,safer,0.0
92,hawaiian,0.0
93,coast,0.0
94,people,0.0
95,champion,0.0
96,speak,0.0
97,report,0.0
98,brief,0.0
99,facetoface,0.0
100,covid,0.0
101,symptoms,0.0
102,young,0.0
103,nis,0.0
104,siobhan,0.0
105,emotional,0.0
106,longlasting,0.0
107,stormonts,0.0
108,effect,0.0
109,committee,0.0
110,oneill,0.0
111,ill,0.0
112,rise,0.0
113,koulla,0.0
114,group,0.0
115,previous,0.0
116,school,0.0
117,education,0.0
118,mental,0.0
119,attention,0.0
120,time,0.0
121,flat,0.0
122,heavily,0.0
123,island,0.0
124,fly,0.0
125,propellers,0.0
126,air,0.0
127,seas,0.0
128,million,0.0
129,surfer,0.0
130,rider,0.0
131,surfers,0.0
132,underwater,0.0
133,professional,0.0
134,almost,0.0
135,user,0.0
136,long,0.0
137,lakes,0.0
138,surf,0.0
139,foilboard,0.0
140,wave,0.0
141,rid,0.0
142,push,0.0
143,ft,0.0
144,wing,0.0
145,technology,0.0
146,mean,0.0
147,electricpowered,0.0
148,stand,0.0
149,kiana,0.0
150,foilboards,0.0
151,better,0.0
152,appear,0.0
153,sea,0.0
154,industry,0.0
155,thrill,0.0
156,build,0.0
157,underside,0.0
158,rod,0.0
159,extra,0.0
160,world,0.0
161,hydrofoil,0.0
162,fores,0.0
163,carbonfibre,0.0
164,extend,0.0
165,masts,0.0
166,water,0.0
167,business,0.0
168,bigger,0.0
169,sufficient,0.0
170,thats,0.0
171,smoothly,0.0
172,big,0.0
