,Word,TF-IDF
0,peripheral,0.04580152671755725
1,model,0.037349542216428486
2,process,0.030534351145038167
3,robust,0.022900763358778626
4,vision,0.02134259555224485
5,representations,0.016006946664183636
6,image,0.016006946664183636
7,machine,0.016006946664183636
8,visual,0.016006946664183636
9,deza,0.015267175572519083
10,author,0.015267175572519083
11,design,0.015267175572519083
12,computer,0.015267175572519083
13,work,0.015267175572519083
14,add,0.015267175572519083
15,subtle,0.015267175572519083
16,humans,0.015267175572519083
17,human,0.010671297776122425
18,way,0.010671297776122425
19,suggest,0.010671297776122425
20,data,0.007982881607333398
21,learn,0.007982881607333398
22,seem,0.007633587786259542
23,little,0.007633587786259542
24,noise,0.007633587786259542
25,computervision,0.007633587786259542
26,textural,0.007633587786259542
27,enable,0.007633587786259542
28,think,0.007633587786259542
29,focus,0.007633587786259542
30,graduate,0.007633587786259542
31,similar,0.007633587786259542
32,overcome,0.007633587786259542
33,brain,0.007633587786259542
34,student,0.007633587786259542
35,periphery,0.007633587786259542
36,mind,0.007633587786259542
37,ok,0.007633587786259542
38,similarly,0.007633587786259542
39,manipulations,0.007633587786259542
40,maybe,0.007633587786259542
41,postdoc,0.007633587786259542
42,arturo,0.007633587786259542
43,center,0.007633587786259542
44,elements,0.007633587786259542
45,harrington,0.007633587786259542
46,anne,0.007633587786259542
47,automatically,0.007633587786259542
48,perceive,0.007633587786259542
49,department,0.007633587786259542
50,useful,0.007633587786259542
51,bits,0.007633587786259542
52,shed,0.007633587786259542
53,involve,0.007633587786259542
54,goals,0.007633587786259542
55,adversarially,0.007633587786259542
56,senior,0.007633587786259542
57,form,0.007633587786259542
58,wellunderstood,0.007633587786259542
59,electrical,0.007633587786259542
60,engineer,0.007633587786259542
61,result,0.005335648888061212
62,science,0.005335648888061212
63,research,0.005335648888061212
64,transform,0.005335648888061212
65,light,0.005335648888061212
66,mit,0.005335648888061212
67,certain,0.005335648888061212
68,machinelearning,0.005335648888061212
69,pretty,0.005335648888061212
70,help,0.005335648888061212
71,type,0.005335648888061212
72,could,0.0045958777963966595
73,use,0.0045958777963966595
74,researchers,0.003991440803666699
75,“,0.003991440803666699
76,include,0.003991440803666699
77,lead,0.003991440803666699
78,”,0.003991440803666699
